id,year,location,estab,formal,service,sector,group,ftstaff05,ftstaff06,ftstaff07,ptstaff05,ptstaff06,ptstaff07,totalstaff05,totalstaff06,totalstaff07,totalstaff08,totalstaff09,totalstaff10,turnover05,turnover06,turnover07,turnover08,turnover09,turnover10,sinfo1,sinfo2,sinfo3,sinfo4,sinfo5,sinfo6,sinfo7,sinfo8,sinfo9,sinfo10,policy_suggestion1,policy_suggestion2,policy_suggestion3,policy_suggestion4,policy_suggestion5,policy_suggestion6,policy_suggestion7,policy_suggestion8,market1,market2,market3,market4,market5,market6,market7,market8
1107,2011,Yes,2001.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,15.0,0.0,0.0,0.0,20000000.0,22000000.0,25000000.0,Medium,High,Low,Medium,High,High,Low,Low,High,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1108,2011,Yes,1994.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,201.0,210.0,0.0,0.0,0.0,1000000000.0,2000000000.0,2070000000.0,High,High,Medium,Medium,High,High,Medium,Medium,High,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1109,2011,Yes,2002.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,16.0,0.0,0.0,0.0,1000000.0,1500000.0,2000000.0,High,High,High,High,High,NOT SPECIFIED,High,High,NOT SPECIFIED,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1110,2011,Yes,1995.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,15.0,0.0,0.0,0.0,200000.0,350000.0,500000.0,Medium,Medium,Medium,Medium,Not used,Not used,Not used,Medium,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1111,2011,Yes,2005.0,Yes,service,Insurance and pension funding,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,75.0,95.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,Medium,Low,Medium,Low,Medium,Not used,Medium,Low,Not used,Low,Health insurance,Health insurance,Health insurance,Health insurance,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1112,2011,Yes,2008.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5000000.0,5000000.0,10000000.0,Medium,Medium,Medium,Medium,Low,Low,Low,Low,Low,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1113,2011,Yes,0.0,NOT SPECIFIED,service,Hotels and restaurants,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,22.0,0.0,0.0,0.0,2000000.0,2500000.0,3000000.0,Medium,Low,Medium,High,Low,Low,Low,Low,Low,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
1114,2011,Yes,2007.0,NOT SPECIFIED,service,Hotels and restaurants,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,22.0,0.0,0.0,0.0,1000000.0,1800000.0,3800000.0,Medium,Low,High,Medium,Medium,Medium,Low,Medium,Low,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1115,2011,Yes,2005.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,17.0,0.0,0.0,0.0,500000.0,900000.0,1200000.0,High,Low,Medium,Low,Low,Medium,Low,Low,Medium,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
1116,2011,Yes,2007.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,Medium,Low,Medium,Low,Medium,Medium,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1117,2011,Yes,2009.0,NOT SPECIFIED,service,Other business activities,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Low,Medium,Medium,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1118,2011,Yes,2006.0,NOT SPECIFIED,service,"Health, cultural and social work",Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,NOT SPECIFIED,High,High,High,NOT SPECIFIED,High,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,Yes
1119,2011,Yes,0.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Medium,High,Medium,High,Not used,Not used,Not used,Medium,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1120,2011,Yes,2007.0,Yes,service,"Trade, repairs and rentals",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,23.0,0.0,0.0,0.0,22500000.0,18270000.0,24330000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
1121,2011,Yes,2008.0,NOT SPECIFIED,service,Transport services,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,150.0,180.0,0.0,0.0,0.0,78320000.0,82000000.0,75350000.0,High,High,High,High,Not used,NOT SPECIFIED,Low,Not used,Not used,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
1122,2011,Yes,1995.0,NOT SPECIFIED,service,Hotels and restaurants,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,64.0,72.0,0.0,0.0,0.0,62058000.0,53027000.0,70000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
1123,2011,Yes,2000.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,33.0,31.0,0.0,0.0,0.0,19500000.0,16280000.0,18233000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
1124,2011,Yes,2008.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,33.0,39.0,0.0,0.0,0.0,82645200.0,122400800.0,153322760.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1125,2011,Yes,2009.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,28.0,0.0,0.0,0.0,0.0,29650328.0,34623729.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
1126,2011,No,2006.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,50.0,0.0,0.0,0.0,100000000.0,120000000.0,135000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1127,2011,No,2005.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,10.0,0.0,0.0,0.0,1500000.0,2000000.0,1100000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1128,2011,No,0.0,NOT SPECIFIED,service,Computer and related activities,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,45.0,0.0,0.0,0.0,20000000.0,30000000.0,35000000.0,Medium,High,Medium,Not used,Not used,Not used,Medium,Medium,Medium,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1129,2011,No,2004.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10.0,0.0,0.0,0.0,500000.0,1000000.0,900000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1130,2011,Yes,1996.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,25.0,0.0,0.0,0.0,9000000.0,11000000.0,15000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1131,2011,No,2000.0,NOT SPECIFIED,service,Hotels and restaurants,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,12.0,0.0,0.0,0.0,900000.0,1000000.0,2000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1132,2011,No,2007.0,NOT SPECIFIED,service,Insurance and pension funding,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,45.0,52.0,0.0,0.0,0.0,6000000.0,12000000.0,14100000.0,Low,Medium,Low,Not used,Low,Medium,Low,Low,Not used,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1133,2011,Yes,1957.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,165.0,169.0,0.0,0.0,0.0,6400000.0,8463000.0,6941000.0,Low,Medium,Low,Not used,Low,Medium,Low,Low,Not used,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1134,2011,Yes,2008.0,NOT SPECIFIED,service,Insurance and pension funding,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,600.0,1000.0,0.0,0.0,0.0,75000000000.0,100000000000.0,200000000000.0,Medium,High,High,High,Medium,Low,Medium,Low,Low,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1135,2011,Yes,2000.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,1000.0,0.0,0.0,0.0,1000000.0,4000000.0,10000000.0,Medium,NOT SPECIFIED,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1136,2011,Yes,1985.0,NOT SPECIFIED,service,Transport services,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1000.0,5000.0,0.0,0.0,0.0,2000000.0,3000000.0,5000000.0,Medium,Low,High,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1137,2011,No,2003.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,12.0,0.0,0.0,0.0,5000000.0,5500000.0,7000000.0,Medium,Low,High,High,Medium,Medium,Medium,High,High,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1138,2011,Yes,2002.0,NOT SPECIFIED,service,Hotels and restaurants,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,42.0,47.0,0.0,0.0,0.0,22425000.0,29628000.0,27526782.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
1139,2011,No,2004.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,29.0,0.0,0.0,0.0,16423666.0,18325969.0,24438882.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
1140,2011,Yes,1959.0,NOT SPECIFIED,service,Transport services,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,679.0,682.0,0.0,0.0,0.0,1857383438.0,2428649000.0,4328499266.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1141,2011,No,2005.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,21.0,0.0,0.0,0.0,10287222.0,9342738.0,10528000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
1142,2011,Yes,2001.0,No,service,Hotels and restaurants,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,69.0,72.0,0.0,0.0,0.0,39455893.0,43623324.0,59435380.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
1143,2011,Yes,2000.0,NOT SPECIFIED,service,"Health, cultural and social work",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1144,2011,Yes,2007.0,NOT SPECIFIED,service,"Health, cultural and social work",Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,38.0,0.0,0.0,0.0,7000000.0,82000000.0,95800000.0,High,Low,High,Medium,Medium,Not used,Medium,Not used,Medium,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1145,2011,Yes,2004.0,Yes,service,Transport services,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,55.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
1146,2011,Yes,2002.0,NOT SPECIFIED,service,Hotels and restaurants,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
